Iteration	Posterior	Likelihood	Prior	beta	branchGC[1]	branchGC[2]	branchGC[3]	branchGC[4]	branchGC[5]	branchGC[6]	branchGC[7]	branchGC[8]	branchGC[9]	branchGC[10]	branchGC[11]	branchGC[12]	branchGC[13]	branchGC[14]	branchGC[15]	branchGC[16]	branchGC[17]	branchGC[18]	branchGC[19]	branchGC[20]	branchGC[21]	branchGC[22]	branchGC[23]	branchGC[24]	branchGC[25]	branchGC[26]	branchGC[27]	branchGC[28]	branchGC[29]	branchGC[30]	branchGC[31]	branchGC[32]	branchGC[33]	branchGC[34]	branchGC[35]	branchGC[36]	branchGC[37]	branchGC[38]	branchGC[39]	branchGC[40]	branchGC[41]	branchGC[42]	branchGC[43]	branchGC[44]	branchGC[45]	branchGC[46]	branchGC[47]	branchGC[48]	branchGC[49]	branchGC[50]	branchGC[51]	branchGC[52]	branchGC[53]	branchGC[54]	branchGC[55]	branchGC[56]	branchGC[57]	branchGC[58]	branchGC[59]	branchGC[60]	branchGC[61]	branchGC[62]	branchGC[63]	branchGC[64]	freqA	freqC	freqG	freqT	kappa	nodeGC[1]	nodeGC[2]	nodeGC[3]	nodeGC[4]	nodeGC[5]	nodeGC[6]	nodeGC[7]	nodeGC[8]	nodeGC[9]	nodeGC[10]	nodeGC[11]	nodeGC[12]	nodeGC[13]	nodeGC[14]	nodeGC[15]	nodeGC[16]	nodeGC[17]	nodeGC[18]	nodeGC[19]	nodeGC[20]	nodeGC[21]	nodeGC[22]	nodeGC[23]	nodeGC[24]	nodeGC[25]	nodeGC[26]	nodeGC[27]	nodeGC[28]	nodeGC[29]	nodeGC[30]	nodeGC[31]	nodeGC[32]	nodeGC[33]	nodeGC[34]	nodeGC[35]	nodeGC[36]	nodeGC[37]	nodeGC[38]	nodeGC[39]	nodeGC[40]	nodeGC[41]	nodeGC[42]	nodeGC[43]	nodeGC[44]	nodeGC[45]	nodeGC[46]	nodeGC[47]	nodeGC[48]	nodeGC[49]	nodeGC[50]	nodeGC[51]	nodeGC[52]	nodeGC[53]	nodeGC[54]	nodeGC[55]	nodeGC[56]	nodeGC[57]	nodeGC[58]	nodeGC[59]	nodeGC[60]	nodeGC[61]	nodeGC[62]	nodeGC[63]	nodeGC[64]	nodeGC[65]	nodeLogitGC[34]	nodeLogitGC[35]	nodeLogitGC[36]	nodeLogitGC[37]	nodeLogitGC[38]	nodeLogitGC[39]	nodeLogitGC[40]	nodeLogitGC[41]	nodeLogitGC[42]	nodeLogitGC[43]	nodeLogitGC[44]	nodeLogitGC[45]	nodeLogitGC[46]	nodeLogitGC[47]	nodeLogitGC[48]	nodeLogitGC[49]	nodeLogitGC[50]	nodeLogitGC[51]	nodeLogitGC[52]	nodeLogitGC[53]	nodeLogitGC[54]	nodeLogitGC[55]	nodeLogitGC[56]	nodeLogitGC[57]	nodeLogitGC[58]	nodeLogitGC[59]	nodeLogitGC[60]	nodeLogitGC[61]	nodeLogitGC[62]	nodeLogitGC[63]	nodeLogitGC[64]	nodeLogitGC[65]	nodelogT[34]	nodelogT[35]	nodelogT[36]	nodelogT[37]	nodelogT[38]	nodelogT[39]	nodelogT[40]	nodelogT[41]	nodelogT[42]	nodelogT[43]	nodelogT[44]	nodelogT[45]	nodelogT[46]	nodelogT[47]	nodelogT[48]	nodelogT[49]	nodelogT[50]	nodelogT[51]	nodelogT[52]	nodelogT[53]	nodelogT[54]	nodelogT[55]	nodelogT[56]	nodelogT[57]	nodelogT[58]	nodelogT[59]	nodelogT[60]	nodelogT[61]	nodelogT[62]	nodelogT[63]	nodelogT[64]	nodelogT[65]	rootFreq[1]	rootFreq[2]	rootFreq[3]	rootFreq[4]	sigma_GC	sigma_T
57940	-32502.85	-32478.42	-24.43566	0.7595967	0.7978642	0.7627105	0.7677595	0.8158821	0.5734748	0.5417778	0.560777	0.568036	0.7711155	0.6155924	0.6177504	0.6771494	0.5597083	0.5719373	0.5624267	0.5806812	0.6815023	0.6269524	0.6340879	0.7797371	0.7533694	0.5744325	0.5717625	0.7587019	0.7966885	0.797231	0.7997102	0.6873472	0.6745052	0.7431093	0.7392183	0.7251069	0.7287074	0.6606257	0.6804691	0.777565	0.6991969	0.8071372	0.7607622	0.7322841	0.7363393	0.7808026	0.5875379	0.7318281	0.8024352	0.6104942	0.6208468	0.5326537	0.5269418	0.5363361	0.5430702	0.6061474	0.6900988	0.5914451	0.6392458	0.575661	0.7083767	0.5591905	0.6658628	0.7016212	0.7892744	0.7539368	0.7882005	0.7933672	0.08703303	0.412967	0.412967	0.08703303	8.815871	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.5977268	0.6374136	0.7235245	0.5667883	0.8316055	0.746966	0.7745584	0.6900098	0.7826689	0.490356	0.6847198	0.7789364	0.5628839	0.6581046	0.4817184	0.583589	0.4568265	0.6158458	0.4702947	0.7420002	0.5446928	0.6381974	0.4260001	0.7253219	0.4269497	0.6914314	0.6402943	0.7629481	0.692273	0.8156007	0.7608004	0.8259339	0.3960022	0.5641558	0.9620124	0.2687595	1.597049	1.082496	1.234232	0.8001651	1.281288	-0.03858078	0.775548	1.259479	0.2528744	0.654859	-0.07315889	0.3375243	-0.1731251	0.4719525	-0.1189614	1.056391	0.1792495	0.5675488	-0.2981898	0.9710158	-0.2943074	0.8068196	0.5766416	1.168911	0.8107673	1.486821	1.157073	1.55708	2.812185	3.252247	3.71904	3.199333	4.475633	3.714978	3.858787	3.355837	4.027965	1.854296	3.379407	4.045603	3.050957	3.570837	2.8103	3.097446	2.178249	3.238396	2.500044	4.066078	3.175323	3.433456	2.215908	3.956405	2.4921	3.721973	3.349885	3.972214	3.371566	4.255211	3.795484	4.385443	0.087033	0.412967	0.412967	0.087033	0.364161	2.495593
57950	-32504.7	-32478.78	-25.91444	0.7595967	0.7999308	0.7575464	0.7625954	0.8095823	0.5770576	0.5453606	0.5644919	0.5717509	0.7804418	0.6035587	0.6057167	0.6743212	0.5631936	0.5754226	0.5547765	0.573031	0.6882752	0.6296499	0.6367854	0.7785679	0.7516939	0.5772512	0.5745812	0.7582161	0.7907089	0.7912514	0.7960599	0.7103493	0.6975073	0.7322172	0.7283262	0.7289262	0.7325267	0.6632288	0.6683607	0.7805648	0.7264151	0.8072616	0.7511322	0.728148	0.7317619	0.7757197	0.5886812	0.7291613	0.8047094	0.6199646	0.6188854	0.5162692	0.5165539	0.5369933	0.5385884	0.6033247	0.6884353	0.5789171	0.6468046	0.5887022	0.7242175	0.5692878	0.6804304	0.7033745	0.7887686	0.7545666	0.796061	0.7986993	0.0837675	0.4162325	0.4162325	0.0837675	9.549529	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6053655	0.6156293	0.721092	0.6127925	0.8400376	0.7350067	0.7672578	0.6890382	0.7744856	0.4959934	0.6813689	0.7769538	0.5682789	0.6716504	0.466418	0.5661203	0.4637971	0.6101894	0.4669875	0.7396619	0.5206254	0.6372087	0.4334298	0.7439745	0.4341152	0.7044604	0.6564004	0.7503487	0.6819447	0.8271885	0.7649336	0.832465	0.4278723	0.4710377	0.9498849	0.4590657	1.658508	1.020175	1.192891	0.7956266	1.233815	-0.01602654	0.7600697	1.248002	0.2748324	0.7156591	-0.1345304	0.2660394	-0.1450653	0.4481084	-0.1322425	1.044212	0.08254855	0.5632695	-0.2678712	1.06673	-0.2650806	0.8686293	0.6472941	1.100473	0.7627234	1.565831	1.179921	1.603199	3.084755	2.926326	3.559373	3.065166	4.519245	3.558241	4.013919	3.519524	3.947952	1.960687	3.139549	3.964782	2.901022	3.389348	2.722142	3.024827	2.13546	3.238396	2.498845	3.902534	3.251542	3.227161	2.215908	3.9498	2.334356	3.685074	3.328975	3.903901	3.464363	4.507814	3.954104	4.530675	0.0837675	0.416232	0.416232	0.0837675	0.364161	2.495593
57960	-32506.54	-32481.56	-24.97774	0.7595967	0.7904577	0.7614415	0.7664905	0.8036488	0.5727653	0.5410683	0.545158	0.552417	0.7830499	0.601976	0.604134	0.6646958	0.5592499	0.5714789	0.5581483	0.5764028	0.6884502	0.6358302	0.6429657	0.7830009	0.7509651	0.574441	0.571771	0.7591351	0.7918346	0.7923771	0.7836391	0.7108784	0.6980364	0.7341595	0.7302685	0.7374651	0.7410656	0.6747936	0.6733289	0.7702802	0.7136337	0.7985223	0.7398371	0.7166462	0.7372522	0.7669636	0.5851421	0.7151052	0.789997	0.6263199	0.6191744	0.5197551	0.5158153	0.5234242	0.5281104	0.606905	0.6891225	0.5735886	0.6417318	0.5719765	0.7242986	0.5624685	0.6765763	0.6961139	0.7834077	0.7590344	0.7871606	0.787841	0.08515264	0.4148474	0.4148474	0.08515264	9.549529	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6224433	0.619514	0.7271438	0.6138507	0.8134166	0.7372582	0.7424161	0.6908763	0.7836281	0.490373	0.6799111	0.7502992	0.5806394	0.6720004	0.4731616	0.5663485	0.4559098	0.5909386	0.4652822	0.7485277	0.51746	0.6297173	0.3947621	0.7491909	0.4255306	0.6994064	0.6537463	0.7384816	0.689735	0.8283339	0.7459874	0.8296947	0.4999318	0.487486	0.9801794	0.4635278	1.472365	1.031766	1.058565	0.8042191	1.286936	-0.03851285	0.7533634	1.100209	0.3253989	0.7172466	-0.1074567	0.2669682	-0.17682	0.3678468	-0.139095	1.090776	0.06986845	0.531004	-0.4273384	1.094302	-0.3001099	0.8444728	0.6355474	1.038092	0.7988806	1.573865	1.077325	1.583465	2.720663	2.628447	3.392873	2.972314	4.140252	3.649211	3.925763	3.389015	3.967261	2.074922	3.338604	3.801758	3.025627	3.46909	2.363811	2.976653	2.280371	3.00302	2.396751	3.95328	3.110834	3.354808	2.081179	4.014709	2.588218	3.758034	3.625812	3.923887	3.50548	4.528516	3.921243	4.530675	0.0851526	0.414847	0.414847	0.0851526	0.3014722	2.367735
57970	-32506.13	-32482.31	-23.82331	0.7595967	0.786941	0.761941	0.76699	0.7972627	0.5845363	0.5528393	0.5620815	0.5693405	0.7743876	0.6021748	0.6043328	0.6606818	0.5603921	0.5726211	0.5724035	0.590658	0.6812331	0.6362666	0.6434021	0.7801551	0.7630536	0.5793534	0.5766834	0.7647165	0.7966539	0.7971964	0.7922472	0.7006185	0.6877765	0.7308637	0.7269727	0.7501952	0.7537957	0.6836036	0.6661131	0.7646882	0.7017019	0.80358	0.7532646	0.7308357	0.7495632	0.7711494	0.6021431	0.7246499	0.7871587	0.6195392	0.6075264	0.5295793	0.5078819	0.5205524	0.5205939	0.6005567	0.7040915	0.5916022	0.6651459	0.5802376	0.7147362	0.5733394	0.6812756	0.6953272	0.7748817	0.757394	0.781504	0.7840299	0.0854471	0.4145529	0.4145529	0.0854471	9.594828	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6479035	0.6129225	0.7193037	0.593331	0.8100728	0.7468968	0.7596323	0.702039	0.7970873	0.5001979	0.7040882	0.7452115	0.5815122	0.6575662	0.5016719	0.5574866	0.4581942	0.5829106	0.4582772	0.7428362	0.5178577	0.6653468	0.4286089	0.7318662	0.4490725	0.6976062	0.6649449	0.7257094	0.6907339	0.8240541	0.738954	0.8291058	0.6098363	0.4596134	0.9410101	0.3777527	1.450483	1.08213	1.150665	0.8570265	1.368188	0.0007915876	0.8668423	1.073235	0.3289841	0.6524672	0.006687805	0.2309679	-0.1676146	0.3347332	-0.1672801	1.060763	0.07146116	0.6872135	-0.287529	1.004112	-0.2044189	0.8359248	0.6854093	0.9729618	0.8035526	1.544059	1.040539	1.579303	3.028565	2.727195	3.445682	3.087825	4.140252	3.503383	3.729282	3.485584	4.091919	2.260976	3.417172	3.74244	3.186577	3.6126	2.681856	2.849192	2.172522	3.107981	2.479515	4.067449	3.038956	3.672159	2.258701	3.932735	2.588218	3.912272	3.671634	3.927488	3.376099	4.505784	3.840936	4.530675	0.0854471	0.414553	0.414553	0.0854471	0.3359104	3.036233
57980	-32494.27	-32475.9	-18.37243	0.7625438	0.7853647	0.7487471	0.7537961	0.801846	0.5832178	0.5515208	0.5684907	0.5757497	0.7728484	0.6113375	0.6134955	0.671517	0.5750226	0.5872516	0.5726706	0.5909251	0.6722248	0.6396093	0.6467448	0.7767817	0.7577043	0.5833309	0.5806609	0.7651149	0.8031865	0.803729	0.7869794	0.6980913	0.6852493	0.7428435	0.7389525	0.7432256	0.7468261	0.6704267	0.6718856	0.749578	0.6902717	0.7897812	0.7545294	0.7259663	0.7450656	0.7614672	0.6007711	0.7145142	0.7792498	0.6138737	0.6079874	0.5393157	0.5155226	0.546018	0.5296006	0.5953548	0.7140072	0.614054	0.6840567	0.5851076	0.7026104	0.5614343	0.6763108	0.7055323	0.7712577	0.7359927	0.7717203	0.779331	0.08856966	0.4114303	0.4114303	0.08856966	9.594828	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6339642	0.636882	0.7068892	0.5882766	0.7922669	0.759962	0.7490969	0.7028357	0.7872954	0.5081527	0.6933895	0.735639	0.5881976	0.6395497	0.5022063	0.576425	0.4874552	0.6045809	0.4546202	0.7360894	0.5361831	0.6919249	0.4414275	0.7287877	0.4464356	0.676433	0.6761885	0.7348761	0.6643461	0.8076393	0.7358013	0.8228607	0.5492612	0.5618565	0.8803231	0.3568453	1.338644	1.152471	1.093801	0.8608381	1.308699	0.03261387	0.8160138	1.023424	0.3565194	0.5734102	0.00882518	0.3081148	-0.05018983	0.4245894	-0.1820199	1.025741	0.1449857	0.8091339	-0.2353708	0.9884807	-0.2150828	0.7374273	0.7363105	1.019504	0.6827228	1.434743	1.024259	1.53585	2.861777	3.083574	3.415131	2.944977	4.040012	3.827864	3.808286	3.485584	4.044342	2.134513	3.489283	3.844744	2.942347	3.268444	2.720683	3.229942	2.267933	3.161523	2.509203	4.038627	2.907977	3.723936	2.114907	3.802843	2.563614	3.635145	3.57778	3.927488	3.37485	4.387777	3.832393	4.412007	0.0885697	0.41143	0.41143	0.0885697	0.2648614	2.79789
57990	-32498.7	-32476.9	-21.79773	0.7625438	0.7936276	0.7548353	0.7598843	0.7978803	0.5880621	0.5563651	0.5750727	0.5823317	0.7716732	0.5955808	0.5977388	0.6732576	0.5851665	0.5973955	0.5762294	0.5944839	0.6796154	0.631682	0.6388175	0.7727832	0.7606545	0.5693077	0.5666377	0.7708225	0.8079319	0.8084744	0.7881645	0.7164696	0.7036276	0.7388981	0.7350071	0.747869	0.7514695	0.6753728	0.668243	0.7478051	0.7065744	0.7883505	0.7604599	0.732859	0.7514181	0.7689604	0.5896982	0.7243128	0.7903753	0.6133369	0.6233755	0.550872	0.5317306	0.5579026	0.5395515	0.5995666	0.7155247	0.6038134	0.6835883	0.5905144	0.7118248	0.5766682	0.6807158	0.695582	0.7710223	0.7458113	0.7837136	0.7918711	0.08429247	0.4157075	0.4157075	0.08429247	9.594828	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.643251	0.6289913	0.7074946	0.6250331	0.7881156	0.7694528	0.751467	0.714251	0.7885853	0.4801064	0.69929	0.7493355	0.572343	0.6543308	0.5093237	0.5924202	0.5077431	0.6080622	0.4710409	0.7280923	0.5046696	0.7029572	0.4545914	0.7264375	0.4561242	0.6972122	0.6642194	0.7269445	0.6765226	0.8151	0.7523272	0.8314151	0.5895027	0.5278918	0.883247	0.5109669	1.313604	1.205224	1.106451	0.9161205	1.316419	-0.0796163	0.8439193	1.095072	0.2914169	0.6381309	0.03729918	0.3739795	0.03097476	0.4391739	-0.1159663	0.9849653	0.01867913	0.8614196	-0.1821363	0.9766221	-0.1759559	0.8340577	0.6821544	0.9791753	0.7378364	1.483496	1.111063	1.595689	2.939047	2.86771	3.378616	3.283358	4.040012	3.838631	4.026269	3.724999	4.202124	1.9244	3.277388	3.698635	2.868932	3.292507	2.868487	3.188119	2.511201	3.206437	2.455137	3.840923	2.875326	3.755241	2.311633	3.782374	2.526486	3.86365	3.559201	3.888121	3.526951	4.359637	3.769654	4.412007	0.0842925	0.415708	0.415708	0.0842925	0.2659503	2.399084
58000	-32502.13	-32478.61	-23.52202	0.747364	0.7910112	0.7680294	0.7730784	0.8019809	0.5890531	0.5573561	0.5832803	0.5905393	0.7662949	0.5835351	0.5856931	0.6799265	0.570015	0.582244	0.5841297	0.6023842	0.6732538	0.6340922	0.6412277	0.7616312	0.7434188	0.5627568	0.5600868	0.7661021	0.8078618	0.8084043	0.7895955	0.729055	0.716213	0.7607744	0.7568834	0.7491271	0.7527276	0.6788626	0.6923509	0.7332429	0.7023658	0.7701294	0.7618209	0.7295696	0.7452707	0.7662773	0.5659116	0.705821	0.7887186	0.6093855	0.6299959	0.5717543	0.5615858	0.54942	0.5630937	0.6052879	0.7026149	0.5900098	0.6826685	0.5933437	0.7028172	0.5740299	0.6779246	0.7005208	0.7762648	0.7601473	0.7822391	0.7888541	0.08469307	0.4153069	0.4153069	0.08469307	9.530359	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6457671	0.6727437	0.7119581	0.650204	0.7545277	0.7693127	0.7543291	0.7048102	0.7857312	0.4670047	0.6648185	0.7468234	0.5771634	0.6416077	0.5251245	0.6183842	0.4774401	0.6213999	0.5047875	0.7057884	0.4805782	0.6994413	0.4710066	0.7156808	0.4581063	0.6899536	0.6658957	0.7351459	0.7029108	0.8173838	0.7470943	0.8306139	0.6004844	0.7206209	0.9049131	0.6199358	1.122908	1.204434	1.121836	0.8703099	1.299383	-0.1321734	0.6848421	1.081741	0.3111395	0.5823487	0.1005826	0.4826954	-0.09030104	0.4954945	0.01915039	0.8750161	-0.07772644	0.844639	-0.1161038	0.9231367	-0.1679687	0.7999022	0.68968	1.02089	0.8611974	1.498722	1.083175	1.589984	3.066586	3.07308	3.378616	3.164827	3.693829	3.862473	3.799586	3.397073	4.125168	1.898158	3.331221	3.814201	2.948665	3.196417	2.744262	3.270111	2.245891	2.988068	2.624078	3.747551	2.925292	3.887155	2.370024	3.795575	2.526486	3.861746	3.491056	3.875306	3.589273	4.359637	3.853839	4.412007	0.0846931	0.415307	0.415307	0.0846931	0.4096088	2.261726
58010	-32504.93	-32478.3	-26.63623	0.7045821	0.7877169	0.7825211	0.7875701	0.8176713	0.5934575	0.5617605	0.5743006	0.5815596	0.7601444	0.597089	0.599247	0.6944791	0.5713721	0.5836011	0.596444	0.6146985	0.6792272	0.6231032	0.6302387	0.7592943	0.7438786	0.5811943	0.5785243	0.76146	0.8013042	0.8018467	0.7770913	0.7262628	0.7134208	0.7620848	0.7581938	0.7539891	0.7575896	0.6826418	0.6925785	0.7268511	0.6942646	0.7697229	0.7427589	0.7124232	0.7455311	0.7755452	0.5848089	0.7106462	0.7917579	0.6043699	0.6411369	0.5892361	0.5691422	0.5653296	0.5800351	0.6053399	0.6961438	0.5994295	0.6641187	0.5782135	0.6927446	0.5745122	0.6595869	0.7017955	0.7870271	0.7697109	0.7740167	0.7842337	0.08601922	0.4139808	0.4139808	0.08601922	9.505502	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6554911	0.6753646	0.7097924	0.6446196	0.7439097	0.7561974	0.7293205	0.695526	0.7955362	0.5038795	0.6657382	0.7555542	0.5551853	0.6535544	0.549753	0.6287193	0.4801542	0.6505051	0.5095652	0.7011147	0.5076861	0.6911729	0.4530473	0.7033798	0.466915	0.6821094	0.6370645	0.7665266	0.7318943	0.8075276	0.7405058	0.8279616	0.6432649	0.7325501	0.894376	0.5954714	1.06639	1.131943	0.9911778	0.8260826	1.358625	0.01551845	0.6889722	1.128458	0.2216442	0.6347001	0.1996726	0.5267266	-0.07942499	0.6212602	0.03826542	0.8526114	0.03074663	0.8056086	-0.1883659	0.8634444	-0.1325336	0.7634829	0.5626456	1.188801	1.004255	1.434025	1.048599	1.571249	3.129096	3.254649	3.427001	3.341451	3.59932	3.889883	3.738983	3.246965	4.122082	2.220962	3.322026	3.912934	2.88448	3.360535	2.499669	2.791218	2.245891	3.257207	2.415292	3.652196	3.043864	3.727685	2.1348	3.837495	2.439006	3.690541	3.381055	4.147505	3.832033	4.425147	3.724696	4.398016	0.0860192	0.413981	0.413981	0.0860192	0.4332639	2.364988
58020	-32501.89	-32475.78	-26.11282	0.7045821	0.7861308	0.7811524	0.7862014	0.8122585	0.59216	0.560463	0.5547006	0.5619596	0.7417434	0.6090425	0.6112005	0.692343	0.5675062	0.5797352	0.5938953	0.6121498	0.6816066	0.6247118	0.6318473	0.7633248	0.7456383	0.5889872	0.5863172	0.764858	0.8004409	0.8009834	0.7818294	0.7159473	0.7031053	0.774189	0.770298	0.7610805	0.764681	0.6740862	0.6890356	0.7284599	0.701205	0.7935919	0.7466338	0.7205595	0.7555422	0.7866284	0.5943616	0.7168761	0.7953051	0.6083579	0.6515179	0.594689	0.584086	0.5593277	0.5848412	0.6163125	0.6983885	0.6095973	0.668319	0.5402125	0.6581379	0.557009	0.6493673	0.7023688	0.7883289	0.7750568	0.7791453	0.7817247	0.08694216	0.4130578	0.4130578	0.08694216	9.505502	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.669674	0.6995729	0.6784983	0.6239886	0.7784215	0.7544707	0.7387969	0.702322	0.8087623	0.5194655	0.6692577	0.7644945	0.5584026	0.6583132	0.5446555	0.6447225	0.4724224	0.646233	0.5234494	0.7091756	0.5315931	0.6876015	0.4138471	0.6665779	0.46432	0.649698	0.6490365	0.755701	0.7291568	0.8209569	0.7373337	0.8261157	0.7067112	0.8452649	0.7468792	0.5065126	1.256491	1.1226	1.039725	0.8583797	1.441988	0.07790126	0.7048295	1.17748	0.2346814	0.6557864	0.1790992	0.595921	-0.1104224	0.6025216	0.09386635	0.8913834	0.126541	0.7889297	-0.3480839	0.6927476	-0.1429629	0.6177121	0.6148068	1.129253	0.9903489	1.522844	1.032156	1.558345	3.200441	3.254649	3.390039	3.167917	3.881074	3.744831	3.892798	3.567855	4.344009	2.209074	3.291949	3.993861	2.770691	3.433261	2.682982	3.272726	2.183038	3.407535	2.567263	3.887529	3.190009	3.773151	2.035234	3.600582	2.528968	3.564283	3.414545	3.997779	3.536696	4.425147	3.680253	4.425792	0.0869422	0.413058	0.413058	0.0869422	0.3641854	2.408848
58030	-32501.83	-32473.07	-28.75608	0.7209194	0.7863446	0.7702449	0.7752939	0.8176765	0.587385	0.555688	0.5645824	0.5718414	0.7531581	0.6095677	0.6117257	0.6971336	0.5828218	0.5950508	0.575799	0.5940535	0.6754932	0.6322623	0.6393978	0.757544	0.7548194	0.5770367	0.5743667	0.7641301	0.8094033	0.8099458	0.7819044	0.7154102	0.7025682	0.7699064	0.7660154	0.7573878	0.7609883	0.6647444	0.6791041	0.7238657	0.7017227	0.7894624	0.7556712	0.7199065	0.7496299	0.7748462	0.5915921	0.7194593	0.7842294	0.609795	0.6514516	0.5826399	0.5927029	0.5794339	0.5922016	0.6131015	0.6986567	0.6161714	0.6834216	0.5615091	0.6756038	0.5582852	0.6644721	0.7168404	0.7865533	0.7569557	0.7721655	0.7774608	0.09141989	0.4085801	0.4085801	0.09141989	9.563844	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6622885	0.6910078	0.6672003	0.6229143	0.7805311	0.7723955	0.7389468	0.7008661	0.7983937	0.4955644	0.6876198	0.7512987	0.5735036	0.6460863	0.5084629	0.6568168	0.5030536	0.6558142	0.528589	0.697614	0.5326433	0.6996994	0.4336108	0.6894073	0.45477	0.6618004	0.6671438	0.7665369	0.7073417	0.8065697	0.7377613	0.8171602	0.6735094	0.8048352	0.6955494	0.5019366	1.268764	1.221887	1.040502	0.8514257	1.376285	-0.01774288	0.7890152	1.105551	0.2961603	0.6018802	0.03385486	0.6491409	0.01221444	0.6446958	0.1144807	0.8359616	0.1307593	0.8458667	-0.267134	0.7973497	-0.1814159	0.6713278	0.6952949	1.188859	0.8825083	1.427873	1.034365	1.497225	3.038402	3.284336	3.199664	3.068851	4.023149	3.924907	3.676243	3.511984	4.443111	2.092368	3.375045	4.005647	2.936076	3.422475	2.690791	3.400294	2.644403	3.3054	2.708202	3.717177	3.091288	3.88642	2.063423	3.60147	2.569941	3.564283	3.370511	3.927075	3.592013	4.082823	3.702803	4.425792	0.0914199	0.40858	0.40858	0.0914199	0.3953181	2.350285
